Item_Identifier	Outlet_Identifier	Item_Outlet_Sales
NCL42	OUT027	4166.799856
FDR21	OUT045	2642.181936
NCW29	OUT035	2076.599534
FDO11	OUT013	4371.381998
NCM31	OUT049	1902.140297
FDV35	OUT019	1648.092117
FDF58	OUT017	1042.145656
NCE43	OUT049	2228.808735
FDA02	OUT035	2343.832073
DRL37	OUT010	696.1914442
FDR24	OUT018	1489.130107
FDW59	OUT049	1242.280456
FDS22	OUT049	712.7273231
FDW24	OUT017	746.4432697
FDU24	OUT035	1114.312806
FDA21	OUT027	3286.382149
FDH58	OUT027	2200.976972
FDW36	OUT018	1644.201866
FDI45	OUT027	3071.176113
FDU01	OUT018	3226.993215
FDF35	OUT027	1575.991833
FDU43	OUT019	3533.46807
FDE24	OUT019	1737.765673
FDK50	OUT049	2466.384093
FDG31	OUT045	999.6138139
FDC60	OUT045	1179.630037
FDL36	OUT013	1589.613083
FDP21	OUT013	3442.786834
FDW16	OUT045	1479.906217
FDX02	OUT017	3367.626473
FDQ58	OUT027	2871.979641
FDT51	OUT046	1822.582159
FDD59	OUT049	1068.878501
NCM42	OUT018	1858.724915
FDA57	OUT018	717.6412156
FDZ48	OUT035	1893.346446
FDE46	OUT045	2473.909464
NCZ30	OUT019	1882.168595
FDB56	OUT017	2813.936066
FDA25	OUT027	1950.711327
FDD20	OUT013	2463.27191
FDL25	OUT013	1478.638294
NCO18	OUT049	2692.227028
FDJ45	OUT017	339.2626663
FDR12	OUT035	2750.652082
NCF19	OUT010	876.8240931
FDK25	OUT046	2059.400325
NCR17	OUT046	1741.554154
FDC52	OUT046	2474.43888
NCA54	OUT017	2780.344346
FDR45	OUT010	3913.72377
NCM19	OUT049	1603.687255
FDF39	OUT027	4633.036309
FDX23	OUT049	1429.780247
FDD58	OUT027	1835.20121
FDX28	OUT013	1553.564385
NCD31	OUT013	2981.153642
FDU57	OUT018	2314.635159
FDI27	OUT046	662.2816657
NCM42	OUT046	1638.37581
FDD32	OUT027	1705.782676
FDI34	OUT013	3792.890855
NCM29	OUT049	1991.251118
FDG46	OUT018	1970.177252
DRC01	OUT010	1110.948711
FDB15	OUT027	4046.337319
NCA17	OUT027	2681.766469
FDF10	OUT046	1767.305179
FDR26	OUT027	3135.62042
FDI02	OUT049	1365.262037
NCM54	OUT010	2005.454836
FDF14	OUT013	2760.92046
FDJ33	OUT010	1726.789347
FDM20	OUT035	3818.882073
FDC03	OUT027	3354.534954
NCX05	OUT046	1458.032178
NCM41	OUT027	1816.524348
NCU29	OUT010	2520.384491
FDQ59	OUT017	1261.825221
FDH46	OUT010	1765.336853
FDH09	OUT013	1066.311872
NCD06	OUT045	477.1326574
FDC15	OUT035	1800.89072
DRD37	OUT027	1182.366961
FDT28	OUT027	2590.143932
FDR28	OUT027	3052.104786
FDT38	OUT017	1206.67238
FDV34	OUT027	1739.090147
FDY52	OUT035	1143.634465
FDB34	OUT013	1735.252508
DRL23	OUT018	1839.112461
DRB24	OUT046	2385.376485
FDJ50	OUT046	818.5224398
FDQ49	OUT035	2456.246426
FDP20	OUT035	1885.733796
FDV19	OUT027	2942.390166
NCR54	OUT045	2837.767277
FDO09	OUT010	3627.455297
FDS57	OUT018	2045.538429
FDN10	OUT049	1674.209865
FDV23	OUT049	1542.294745
FDY28	OUT049	2806.798974
DRG51	OUT013	2996.430416
FDD45	OUT019	771.3303767
NCL18	OUT027	2821.267897
NCM29	OUT013	2473.529805
FDF17	OUT027	3410.43989
FDE22	OUT017	2513.042693
FDQ22	OUT017	572.3843116
FDS01	OUT013	3238.292121
FDW35	OUT027	1148.16345
FDJ33	OUT046	1702.971068
NCF54	OUT035	2616.447189
FDE09	OUT013	2141.769365
NCE06	OUT045	2307.744115
DRH49	OUT049	1182.490047
FDY43	OUT045	2401.045796
NCT05	OUT017	3999.273833
FDZ34	OUT045	2846.583971
FDL38	OUT017	1498.518855
FDZ31	OUT017	2665.364268
FDR14	OUT035	278.5318406
NCN54	OUT049	1164.23519
NCC42	OUT027	2519.77476
FDK08	OUT017	1763.433552
FDP59	OUT013	1982.275208
FDV22	OUT035	2631.398008
FDD33	OUT035	3335.127198
DRE60	OUT027	3391.210636
FDK52	OUT046	3246.351749
FDA02	OUT017	2348.533539
FDM56	OUT049	1435.92827
FDE57	OUT035	2207.636155
FDM32	OUT045	1459.459684
NCQ30	OUT027	2305.739118
FDQ27	OUT027	2248.613436
FDT60	OUT027	2156.98104
FDU43	OUT049	3598.294594
NCO55	OUT035	1425.085161
FDG02	OUT045	3109.592256
FDJ28	OUT013	3391.100682
FDP40	OUT045	1862.873868
FDJ38	OUT045	3056.017594
NCC54	OUT017	3453.353803
NCZ41	OUT046	1728.149946
FDK38	OUT019	2509.210845
FDU52	OUT013	2665.394704
FDC40	OUT046	1044.70003
NCR30	OUT017	961.420349
NCN18	OUT017	1328.525991
FDB50	OUT035	715.531218
FDG04	OUT013	3417.099352
FDR26	OUT035	2717.770606
NCT17	OUT018	3025.55081
FDX35	OUT027	3803.952119
FDS12	OUT046	1303.384395
NCZ29	OUT027	2190.473844
FDB38	OUT010	2773.39767
FDP12	OUT013	983.6344694
FDP22	OUT046	516.6041796
FDS26	OUT018	3931.68362
FDR52	OUT046	2802.62693
DRJ13	OUT046	2304.245139
FDU48	OUT027	2335.495778
FDE29	OUT035	489.5817505
NCT29	OUT049	1661.669529
DRK37	OUT018	3030.18483
FDK55	OUT046	1308.970168
FDR07	OUT046	1211.155257
FDO21	OUT027	4072.242244
FDK46	OUT049	3882.646249
FDB12	OUT045	1431.804257
FDT31	OUT027	3424.837716
FDJ33	OUT045	1817.543098
FDC26	OUT027	1704.07009
NCQ02	OUT045	3076.213713
FDP08	OUT010	2654.409974
FDB11	OUT027	3792.860589
FDV55	OUT013	2546.124452
FDW20	OUT049	1817.660702
NCJ18	OUT019	834.3095056
FDC41	OUT018	935.6710817
FDE14	OUT027	2059.926089
FDG35	OUT013	3281.1079
FDF45	OUT035	1066.816699
FDS19	OUT027	1547.635166
FDS58	OUT019	2596.036464
FDA26	OUT017	3319.348944
FDM32	OUT049	1309.422141
FDL45	OUT046	1866.896195
FDZ55	OUT049	2431.2826
FDY37	OUT049	2201.873389
FDO46	OUT046	3058.425019
FDQ60	OUT046	1544.183842
FDA19	OUT018	2068.167608
FDL15	OUT046	2256.581095
FDM10	OUT018	3246.828735
NCL05	OUT017	569.1340596
DRK49	OUT010	786.4547409
NCE18	OUT027	4358.176309
FDG40	OUT049	405.7533051
DRI59	OUT045	3463.643258
FDK28	OUT035	3874.301706
NCD06	OUT019	167.8378318
FDO11	OUT019	3943.755856
FDK27	OUT046	1890.593255
FDT43	OUT027	1233.240806
FDD38	OUT018	1896.883653
FDA16	OUT049	3328.848585
FDL14	OUT027	2875.454144
NCM17	OUT049	427.3251396
FDD20	OUT045	2016.589869
FDA40	OUT045	1627.92015
FDL43	OUT045	1278.619306
FDV15	OUT045	1149.321225
FDE52	OUT046	1412.967171
NCL17	OUT010	2150.963571
NCJ31	OUT045	3100.997171
FDR60	OUT045	833.5754306
NCA18	OUT035	1720.369468
FDS21	OUT027	1511.997545
FDW09	OUT035	1341.310293
FDL26	OUT035	2551.531008
FDS47	OUT018	1091.907313
FDC39	OUT046	2599.665364
FDT51	OUT035	1920.315076
FDK40	OUT035	4167.253896
NCG19	OUT045	3194.264228
FDZ07	OUT046	699.5062873
FDF08	OUT027	1720.410513
FDO04	OUT013	1256.282062
FDK41	OUT018	1012.458783
FDP15	OUT049	3652.219406
NCD43	OUT018	1838.949558
NCP18	OUT013	2711.35882
FDZ51	OUT046	1599.080021
DRH13	OUT035	1749.97067
FDF38	OUT045	770.3034203
NCI43	OUT045	822.2531614
FDM38	OUT027	1065.326016
FDS03	OUT013	1190.551444
DRJ47	OUT017	2589.772882
FDT50	OUT010	1214.69285
FDV02	OUT046	2482.125046
NCG18	OUT017	1636.445897
FDW52	OUT046	2541.702288
FDS40	OUT035	654.2830632
FDN31	OUT017	2782.817103
FDA37	OUT045	1943.181231
FDA15	OUT046	3891.868195
FDL39	OUT046	2682.664382
FDJ53	OUT045	1774.554064
FDX22	OUT013	3782.606338
NCZ42	OUT045	3849.933159
FDD56	OUT027	2912.622441
FDD40	OUT017	3135.562226
FDS50	OUT013	3702.6595
NCN14	OUT013	3376.176314
FDT15	OUT013	3263.285114
NCS18	OUT027	2040.011901
NCO26	OUT010	1632.39374
FDF58	OUT018	1186.325407
NCB19	OUT013	1484.388888
FDH26	OUT017	2234.651958
DRB24	OUT027	2829.543067
FDA49	OUT018	1321.425771
FDB32	OUT045	1552.629841
FDI36	OUT017	3263.885146
NCA17	OUT010	2375.800237
FDH22	OUT013	1887.432138
NCM26	OUT018	2644.336176
FDT15	OUT027	3285.879553
FDB16	OUT018	1439.599255
NCP54	OUT027	2309.625489
FDJ36	OUT013	1629.924699
FDO28	OUT045	1742.69415
FDU09	OUT013	1161.283397
FDF29	OUT017	2116.205968
FDY08	OUT013	2048.951584
DRJ59	OUT018	766.6668513
FDT23	OUT027	1531.849023
FDU15	OUT018	822.0575462
FDT47	OUT013	2008.783616
FDI53	OUT019	2812.139903
FDR59	OUT018	4150.848296
FDD53	OUT035	591.0099023
FDY51	OUT017	3193.530204
FDT04	OUT049	164.5694837
FDU51	OUT049	2443.127353
FDG14	OUT035	2384.571874
NCU06	OUT045	3443.597126
DRG25	OUT046	2882.92417
DRH49	OUT035	1341.575936
FDN15	OUT035	2240.836183
FDL43	OUT018	1346.549917
NCT18	OUT049	2623.53961
NCB31	OUT013	4076.599662
FDK57	OUT035	1669.842892
FDY04	OUT019	2491.980903
NCP54	OUT046	1803.697203
FDF41	OUT013	3753.122354
FDM01	OUT045	1860.847962
FDW03	OUT045	1788.028642
FDF28	OUT045	1999.723587
FDY37	OUT017	2289.536897
FDQ03	OUT017	3551.338811
FDP51	OUT027	2118.20161
FDJ40	OUT017	1712.390458
FDC32	OUT049	1059.702489
DRI49	OUT027	1020.1529
NCW54	OUT017	576.8955298
FDF09	OUT017	672.3518331
FDP45	OUT018	4111.277524
DRJ23	OUT018	2993.774492
FDS59	OUT017	1737.609511
FDY08	OUT046	1572.973771
FDX16	OUT049	2050.377858
FDY16	OUT018	2813.264764
FDK32	OUT035	2608.193388
FDQ22	OUT013	995.1790865
NCC31	OUT018	2621.672458
FDG58	OUT049	2142.800573
DRF48	OUT013	3248.099834
DRH36	OUT049	1035.980417
NCR30	OUT035	1013.759246
FDB03	OUT019	2859.965467
FDZ28	OUT027	2359.357953
FDR35	OUT017	3123.458299
DRD15	OUT027	3914.888858
FDJ33	OUT019	1543.633351
FDA56	OUT010	2208.816541
FDP56	OUT046	620.981345
NCT30	OUT046	476.2724749
FDK15	OUT017	1261.433783
FDH44	OUT018	2624.730182
FDV01	OUT013	2622.213957
DRG03	OUT017	2225.18597
FDG50	OUT027	1870.084764
FDR16	OUT010	3068.02356
FDZ60	OUT046	1215.429638
DRG03	OUT045	2309.880207
FDS56	OUT018	4301.302057
FDU33	OUT045	387.8613451
DRD27	OUT035	1587.035952
FDW22	OUT046	3620.966589
DRA24	OUT045	2613.973909
FDF38	OUT049	615.6112456
FDX48	OUT013	2824.049206
FDS58	OUT018	2767.424193
FDC32	OUT046	1074.880807
NCQ29	OUT045	3802.252958
DRK39	OUT018	1373.681251
NCS38	OUT017	1517.532352
DRO47	OUT013	1781.254832
DRG27	OUT027	746.0834843
FDC57	OUT027	3361.94834
FDS55	OUT046	2009.922925
NCJ06	OUT018	1974.160448
FDO01	OUT019	2138.445225
NCM55	OUT045	2777.239282
FDC52	OUT049	2458.315887
FDQ15	OUT045	836.9699238
NCT30	OUT027	934.6940761
NCR42	OUT027	878.5141341
FDD28	OUT035	1063.395205
FDQ34	OUT049	972.4588533
FDZ12	OUT027	2317.467713
DRE13	OUT019	1331.064314
NCN07	OUT019	2013.460905
FDM28	OUT035	2770.300076
FDI10	OUT017	2537.96173
FDQ25	OUT013	3131.880032
FDA38	OUT010	3981.490987
DRI13	OUT049	3321.178981
FDY20	OUT027	1670.398676
NCZ53	OUT035	2971.197594
NCM31	OUT013	2416.184512
DRB01	OUT017	2718.316638
DRF37	OUT046	3771.745943
NCF42	OUT049	2068.03561
FDF16	OUT018	2224.908551
FDB41	OUT013	908.5297047
FDR34	OUT013	4055.145992
FDR15	OUT018	2633.669745
NCV42	OUT019	1702.718774
FDW51	OUT035	3137.451682
FDU36	OUT017	1448.828152
FDX60	OUT049	953.3672201
FDY03	OUT035	1656.782137
FDW55	OUT045	4024.758982
FDT01	OUT010	2452.631636
FDG58	OUT013	2630.45946
FDK21	OUT017	3970.883151
NCS41	OUT019	2634.698603
FDS10	OUT045	2844.370405
NCT53	OUT046	2438.518751
FDJ28	OUT018	3145.455703
FDX44	OUT045	1364.338939
FDT20	OUT018	694.8452873
FDO44	OUT017	1455.52119
NCX17	OUT049	3192.490056
FDY01	OUT017	1277.589698
FDJ12	OUT027	3709.620307
DRK35	OUT018	540.4875092
FDD47	OUT019	1822.654937
NCM53	OUT035	1575.890511
FDO45	OUT013	1790.10026
NCM42	OUT010	1903.942195
FDE04	OUT046	2927.295184
NCI30	OUT027	4141.827609
FDZ19	OUT013	2842.57362
FDW57	OUT013	2864.557528
FDA25	OUT013	2180.132418
FDT22	OUT046	505.1773296
FDP51	OUT013	2074.733274
FDD48	OUT027	2216.697306
FDY39	OUT035	2889.265171
FDO48	OUT010	3726.960393
FDD23	OUT027	3295.731243
DRN35	OUT027	812.763261
FDT01	OUT035	2768.683989
FDC20	OUT010	1075.554691
DRJ35	OUT035	929.8457851
FDB32	OUT046	1409.490337
FDL24	OUT046	2736.505223
NCV42	OUT035	1785.194037
FDZ46	OUT046	1477.085632
FDC15	OUT013	2161.913636
FDD08	OUT019	522.3237391
FDY50	OUT049	1439.370821
FDD36	OUT013	2278.084615
FDG57	OUT027	988.2623308
FDL21	OUT018	949.2201059
FDN16	OUT027	1935.177584
FDJ09	OUT027	997.8815963
FDS01	OUT010	3059.256172
FDV33	OUT017	4137.641122
DRE12	OUT017	1608.608292
FDR07	OUT013	1679.019786
FDP48	OUT010	3024.009983
NCB55	OUT035	359.1772518
FDQ08	OUT013	1436.40881
FDR34	OUT035	3750.570598
FDO33	OUT046	1423.908701
FDP13	OUT045	283.0482867
FDX12	OUT049	3893.210004
NCT06	OUT049	2457.984207
FDR16	OUT019	3603.845953
FDE36	OUT046	2545.625933
FDZ36	OUT049	2726.221103
FDV13	OUT045	1499.629359
NCZ17	OUT035	380.7070033
FDU56	OUT045	2836.472843
FDM09	OUT035	2524.257885
FDV02	OUT017	2529.37927
FDS34	OUT018	1760.6692
FDA11	OUT049	1350.106699
FDP09	OUT017	3260.301969
FDB29	OUT027	2172.630718
FDT19	OUT017	2900.326333
DRH15	OUT017	343.0080072
FDY38	OUT046	3266.827438
FDF14	OUT027	2785.120159
FDN48	OUT010	1375.314776
FDQ12	OUT013	3953.871657
NCJ43	OUT045	2765.143906
FDE17	OUT019	2236.626451
FDB05	OUT035	3684.213093
FDH10	OUT045	2952.879345
NCR06	OUT017	731.6612687
FDU32	OUT018	2056.326945
FDD56	OUT049	2369.263844
FDO36	OUT018	2744.972814
FDH16	OUT010	1443.721299
FDX10	OUT018	378.0090477
FDZ37	OUT017	1494.576295
FDU31	OUT010	3684.665319
DRC49	OUT049	1975.123316
FDL15	OUT045	2343.520344
FDN32	OUT019	3094.894941
DRH59	OUT027	1442.013486
NCU29	OUT049	2238.068279
FDR37	OUT019	3137.320164
FDS14	OUT018	2506.778499
FDU02	OUT027	3633.667485
FDJ08	OUT035	2682.31615
NCZ06	OUT045	3710.138304
FDO31	OUT049	1274.006806
FDH31	OUT018	1837.285618
FDS58	OUT017	2602.945119
NCA53	OUT027	1258.493621
FDF50	OUT046	3158.086036
NCW42	OUT049	3245.679381
NCQ17	OUT045	2108.19656
FDK51	OUT018	4345.508153
NCW41	OUT010	2719.03871
NCR29	OUT017	752.7889931
FDB08	OUT019	2436.746849
FDA40	OUT027	1527.125248
FDL14	OUT018	2671.910807
FDB47	OUT046	2992.84162
FDO03	OUT035	3632.978929
DRK13	OUT019	2404.437961
FDX13	OUT010	3921.037751
FDF52	OUT046	2632.015247
FDT11	OUT013	3412.12431
FDB08	OUT013	3021.362189
FDQ28	OUT018	2769.500944
FDD29	OUT045	4033.037848
NCQ29	OUT027	4162.791855
NCO02	OUT013	1218.404138
FDR56	OUT010	2785.388769
NCM54	OUT049	1764.506553
FDP51	OUT035	1682.858795
FDT38	OUT013	1577.361333
FDZ20	OUT018	4058.668356
FDJ53	OUT013	2090.342262
FDX13	OUT049	3723.798682
FDP58	OUT035	3006.794663
NCK31	OUT019	804.7996014
FDA35	OUT018	2029.297109
FDV37	OUT018	3078.638037
NCO07	OUT027	3821.610163
FDA20	OUT045	2817.212038
FDZ59	OUT035	2417.84408
NCY17	OUT017	105.253556
FDQ28	OUT035	2355.50867
FDV35	OUT017	1961.408283
FDQ36	OUT013	454.9737841
FDD34	OUT018	2749.960737
FDK51	OUT045	4292.29641
FDV31	OUT035	2435.005881
FDR04	OUT035	1563.580113
FDR14	OUT049	157.2058893
DRC36	OUT010	2859.689218
FDE39	OUT019	1804.773895
FDP57	OUT049	1433.734669
FDE57	OUT046	2112.993429
NCN18	OUT046	1268.842469
NCQ05	OUT018	2515.946153
FDW47	OUT035	1820.371885
FDV46	OUT035	2238.768497
NCP29	OUT045	679.7732942
FDE09	OUT018	1905.462667
NCU06	OUT027	3794.548508
FDT19	OUT010	2134.100026
DRF15	OUT017	2339.354293
DRI51	OUT013	2976.27947
NCX54	OUT013	1938.636766
DRE01	OUT013	3557.823826
NCB07	OUT045	2875.276324
FDU50	OUT035	1699.052436
FDG40	OUT035	516.7340474
FDW10	OUT018	2683.067417
FDX51	OUT013	3525.897005
NCP17	OUT045	1031.463784
FDP21	OUT035	3055.744357
FDL04	OUT045	1322.679512
FDV23	OUT013	1978.81986
FDF24	OUT046	1293.411789
FDH56	OUT027	2114.69627
FDB51	OUT049	847.2094149
FDI58	OUT027	1793.599737
FDR20	OUT013	1191.805591
FDC51	OUT018	2224.715641
FDB16	OUT027	1688.083664
FDE40	OUT049	629.6103988
NCM17	OUT035	540.0975159
FDU56	OUT035	3034.674692
FDS32	OUT019	2247.859418
FDX02	OUT049	3282.059375
FDT39	OUT027	2951.793495
FDE35	OUT017	908.8064477
NCI42	OUT019	3392.335034
DRL23	OUT046	1637.199639
FDA10	OUT046	1341.748509
FDA11	OUT013	1827.983234
NCM06	OUT046	2156.942974
NCT05	OUT035	4078.345975
NCQ02	OUT010	3239.087134
NCY06	OUT049	1793.373163
FDY56	OUT035	3455.538303
FDL02	OUT035	1400.031568
NCI06	OUT035	2729.926987
FDQ14	OUT045	2254.80109
FDQ12	OUT017	3523.140377
FDP36	OUT046	510.9159363
FDK21	OUT027	4398.992397
FDO40	OUT045	2332.002169
NCK54	OUT019	2029.217801
FDY09	OUT018	2908.703927
NCW30	OUT049	4066.251441
NCC55	OUT027	1104.73527
FDE58	OUT018	1861.460881
FDR39	OUT013	3011.307293
FDU28	OUT049	2613.541408
FDH08	OUT017	3605.835427
FDG35	OUT045	2942.782093
FDG22	OUT049	482.7392224
FDC34	OUT035	1922.663369
FDP15	OUT018	3869.55467
FDK34	OUT010	3840.338222
FDU45	OUT035	1878.470851
FDQ04	OUT027	794.2883783
FDX22	OUT018	3524.493965
FDB45	OUT017	1630.587949
NCH43	OUT027	3613.807605
DRE60	OUT046	2874.611668
FDD17	OUT027	4073.772151
NCM54	OUT017	1875.069756
NCH55	OUT013	2343.694729
NCT06	OUT017	2518.988848
FDA48	OUT027	3491.422999
FDY58	OUT027	3919.174716
FDO25	OUT045	2927.794353
FDN50	OUT045	1612.985709
FDH35	OUT035	2454.729591
FDK09	OUT045	3317.179879
FDO16	OUT013	1746.427027
FDW11	OUT045	961.5392371
FDU47	OUT027	2802.124197
NCQ42	OUT010	2099.231372
FDK55	OUT027	1815.640381
FDN08	OUT049	1557.14643
FDT57	OUT045	3792.440276
FDJ12	OUT018	3415.761893
DRL59	OUT017	838.8190826
NCN53	OUT046	495.7256614
FDO51	OUT010	862.6864067
FDK56	OUT017	2496.161725
FDY12	OUT035	447.308449
FDU15	OUT035	685.4246618
FDQ19	OUT046	3870.052642
DRF15	OUT045	2425.15245
DRE25	OUT019	1079.108384
FDK57	OUT018	1782.153819
FDD33	OUT010	3215.667302
FDR34	OUT027	4106.127985
FDU04	OUT045	2051.962705
FDE35	OUT019	887.9204215
NCD31	OUT035	2625.249229
FDJ56	OUT035	929.4103155
NCU53	OUT046	2455.839859
FDD39	OUT035	3192.887165
NCU17	OUT019	1110.417482
FDJ20	OUT046	1614.612691
NCW41	OUT018	2638.092764
FDL52	OUT035	640.0338522
FDS39	OUT035	2270.145541
DRJ47	OUT045	2685.077053
FDP13	OUT010	134.8520192
DRK39	OUT010	1326.937743
FDF28	OUT010	2156.683376
FDB09	OUT045	1878.761109
FDM51	OUT046	1589.615474
DRM49	OUT018	403.93931
DRF23	OUT013	2742.461915
DRH01	OUT035	2413.325892
FDH12	OUT027	1841.011189
FDA28	OUT019	1859.253868
FDW37	OUT018	1128.195955
FDF02	OUT046	1228.642217
DRL37	OUT046	506.7424333
NCF43	OUT046	2052.353671
FDH08	OUT010	3828.394017
FDR34	OUT019	3727.357874
NCK19	OUT049	2692.741039
NCD55	OUT018	828.5066649
FDT27	OUT049	3459.861534
FDQ57	OUT045	2356.342871
FDA47	OUT035	2262.46477
DRG15	OUT027	1190.819219
FDE05	OUT018	2477.672655
FDN46	OUT046	1094.706172
FDX27	OUT027	1568.342324
FDT51	OUT045	1931.611275
FDU33	OUT013	718.4337428
FDJ16	OUT027	970.1621586
FDD20	OUT019	1949.958479
FDT36	OUT049	85.12531559
DRF15	OUT027	2766.88139
FDN52	OUT010	897.1146197
FDC22	OUT027	3006.597487
FDX15	OUT045	1995.218885
FDT13	OUT013	3344.862787
FDU04	OUT017	1994.597177
FDU31	OUT019	3455.482036
FDW59	OUT027	1869.587692
NCO29	OUT046	2499.997557
FDL15	OUT035	2318.567423
FDI41	OUT049	2105.186192
FDQ48	OUT049	1656.431186
DRI39	OUT013	961.6365167
FDI08	OUT013	4202.179712
FDC21	OUT049	1644.833681
FDF58	OUT035	1086.709978
FDS08	OUT010	2765.068774
FDE47	OUT045	1929.625532
NCP18	OUT019	2356.370177
NCR41	OUT013	2015.009587
FDA27	OUT013	4403.441942
FDA43	OUT035	2901.730397
FDA49	OUT045	1235.164469
NCE55	OUT018	3050.744222
DRM49	OUT027	678.5310427
FDF22	OUT027	3627.873309
FDQ15	OUT018	934.9127483
NCS54	OUT017	2801.949064
NCY05	OUT013	845.2549378
FDR45	OUT046	3673.301564
FDK57	OUT049	1588.110838
FDF41	OUT010	3309.974728
FDV21	OUT046	2024.758039
FDD51	OUT046	256.0169986
FDF33	OUT046	1688.849118
FDA38	OUT046	3681.200287
FDR56	OUT045	2864.078971
NCN41	OUT017	1783.764665
FDC60	OUT027	1493.827195
FDB47	OUT045	3113.783709
DRH01	OUT013	2816.123789
FDW08	OUT046	1059.257629
FDF38	OUT027	1113.446553
FDY32	OUT017	2107.013745
FDG34	OUT049	1665.914832
FDG47	OUT019	3738.918475
NCF18	OUT035	2717.570589
FDL39	OUT019	2620.421121
NCH55	OUT035	1961.293816
DRJ35	OUT049	995.7307938
FDS44	OUT035	3278.829051
DRE01	OUT018	3301.318538
FDY39	OUT013	3273.255922
FDY32	OUT018	2238.01348
FDR33	OUT027	2154.041203
NCP50	OUT049	1209.121157
FDZ47	OUT018	1525.630348
FDU57	OUT049	2111.360261
FDY44	OUT013	3511.619513
DRH59	OUT018	1171.289467
FDB03	OUT027	3680.515878
FDY46	OUT045	2870.607891
FDM39	OUT045	2718.929983
FDY36	OUT035	1283.458696
NCM55	OUT035	2732.257926
FDJ50	OUT010	1066.387112
DRL60	OUT013	2755.537404
NCJ54	OUT049	3403.1482
FDX59	OUT017	432.287069
FDI07	OUT013	3692.334063
DRF51	OUT010	-193.5383874
FDM14	OUT017	1773.019395
FDP21	OUT045	3080.897645
FDE40	OUT035	783.0362366
FDE05	OUT035	2384.700819
FDM13	OUT027	2335.046212
FDC34	OUT027	2313.817593
NCI55	OUT018	2118.460718
NCE43	OUT018	2450.597967
FDW58	OUT018	1891.345252
FDG60	OUT045	3555.051659
FDV31	OUT017	2409.762203
FDR47	OUT013	3153.114706
FDM60	OUT019	546.6145139
NCF06	OUT018	4217.765431
NCN26	OUT027	2361.492523
FDQ59	OUT049	1216.688383
FDF09	OUT046	595.9151032
NCS06	OUT017	4253.148456
FDT44	OUT046	1450.096877
FDI19	OUT017	3693.247678
FDT22	OUT017	574.5023608
NCF54	OUT027	2993.808332
DRG25	OUT045	2994.992906
FDB59	OUT017	3118.663825
FDQ37	OUT017	2751.029137
FDP56	OUT035	712.5214758
FDW44	OUT035	2763.369355
FDJ26	OUT010	3200.933426
FDU43	OUT018	3780.136219
FDW33	OUT045	1390.059901
NCX53	OUT027	2703.71092
FDN56	OUT010	1986.221544
DRF15	OUT049	2261.141493
FDO33	OUT017	1514.012036
FDZ39	OUT010	1944.687435
NCJ19	OUT017	462.4650013
FDU01	OUT035	3096.091745
FDT12	OUT035	3519.547752
NCM18	OUT018	877.5369683
FDP19	OUT017	1377.770687
NCR42	OUT049	399.9668834
FDN10	OUT046	1715.474864
FDG44	OUT017	544.4178927
FDQ10	OUT046	2592.368543
DRH13	OUT049	1590.890585
FDT52	OUT013	4207.160399
FDM56	OUT045	1593.641652
NCO43	OUT010	1646.406487
NCV29	OUT035	2918.320682
NCF06	OUT013	4489.818117
FDO50	OUT035	1236.400336
FDT59	OUT013	4021.83082
FDX40	OUT027	685.3495925
FDE50	OUT017	3019.016818
FDX51	OUT017	3176.424867
NCD30	OUT018	1677.3592
FDK15	OUT013	1659.712912
FDL12	OUT045	678.5036199
FDK46	OUT017	3943.425054
DRH49	OUT010	1459.418551
FDQ57	OUT046	2241.241245
FDY59	OUT017	1450.87266
FDO09	OUT018	3875.528883
NCG30	OUT035	1626.471765
FDM09	OUT017	2455.986591
NCN17	OUT027	1875.441738
NCS42	OUT013	1624.226645
FDD02	OUT019	1640.546362
FDE34	OUT013	2894.904782
FDU38	OUT045	2823.87336
FDB33	OUT046	2446.081142
NCJ29	OUT017	1327.078845
FDZ27	OUT035	842.3724181
FDI40	OUT013	1606.344196
FDG22	OUT013	996.3723809
FDT51	OUT017	1880.383348
FDF20	OUT018	3217.41457
FDV50	OUT035	1526.82305
FDT02	OUT049	503.8190965
DRC49	OUT017	2097.873077
FDF26	OUT049	2295.643037
FDV52	OUT035	2067.968666
FDX59	OUT049	374.6226458
FDV25	OUT035	3427.88145
FDW23	OUT027	787.9946695
FDE53	OUT018	1835.30169
FDA19	OUT017	1919.00963
FDH22	OUT046	1450.466231
NCO41	OUT013	1959.076243
FDX12	OUT017	3833.750791
FDF17	OUT013	3410.392559
FDS11	OUT045	3486.186917
FDR51	OUT035	1827.356385
FDT49	OUT010	962.109057
FDC56	OUT013	1872.379412
FDR13	OUT027	2306.204837
FDQ60	OUT035	1648.219162
FDN38	OUT049	3604.393313
NCL29	OUT013	2486.74073
FDO13	OUT027	2829.303666
FDE26	OUT018	2130.646421
FDA31	OUT010	2297.239056
FDX14	OUT035	1006.392605
FDA34	OUT045	2827.575159
FDF26	OUT013	2785.998389
FDE38	OUT045	2590.482745
DRI11	OUT046	1693.705531
FDQ60	OUT027	1991.097135
FDL21	OUT027	1199.782475
DRC12	OUT027	3364.311043
FDC47	OUT046	3095.52552
FDE57	OUT045	2207.800809
FDT14	OUT045	1580.88762
NCZ53	OUT046	2917.006732
FDE28	OUT018	3360.714025
FDR19	OUT035	1787.708884
